sentence_split_ID,sentence_split_text
8_0aa729580b996187d7718094177cfb1b0266f663da7b5ebd3b5f6e273a396d62,better staying days inn motel 6
0_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,inconsistent arrived eliot spending wonderful night lenox
1_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,eliot closer boston conservatory initially wanted stay no room night stayed lenox
2_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,small charming lobby eliot somewhat chaotic large group checking
3_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,raining arrived evening no doorman greet bellman help bags
4_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,steps enter hotel steps lobby carrying luggage not easy.the room nicely decorated
5_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,clean bathrooms cute window seats charming
6_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,beds comfortable.in room internet access 10 charge think included.turn service offered nightly
7_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,neighborhood convenient shopping newberry street close berklee boston conservatory.upon checking no help
8_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,lugging bags street hailing cab ourselves.after arriving home received 10.00 fee adjustment luggage tag
9_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,told taken room
10_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,assure no luggage tag
11_d27e8c3c030947e8df341e4fe023a89ebe7f174f03f7844f05c7f4d7b8592650,asked fee removed told today remains
0_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,really awful hotel based reviews inclusion conde nast traveller gold list shocked eliot hotel
1_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,staff incompetent fond giving incorrect answers questions totally unsupervised
2_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,wife checked room discover shower fell apart turned knob outfitted shower head unacceptable motel 6. door house heating refused stay closed opened not room refusal remain warm winter night
3_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,attending wedding door returning 10 past 12 told limited room service menu available
4_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,ordered turkey sandwich told 45 minutes hour crack staff simple meal settled wait meal
5_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,15 minutes later received telling no turkey sandwich left things happen world does hotel pretends high class appointed professional staff long discover n't turkey house
6_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,especially things allowed order past arbitrary midnight cutoff
7_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,housekeeping staff pounds door 6:15 sunday night turndown way shortly asked return later
8_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,got home event untouched room par course mess hotel
9_5df7c66e3e6d07685bbc6e5829869574a33f43a66bcf1c040d7a6914a3031319,stay boston eliot not worth time nor money
0_d161b1e29e3d529adac0d9dab4ce6e2ab3502d3ac3f261f45a98505cc46b940e,location service comfort reading reviews stay boston settled eliot hotel happy decision.the hotel ideally located block green line t bay
1_d161b1e29e3d529adac0d9dab4ce6e2ab3502d3ac3f261f45a98505cc46b940e,newbury street shops easy stroll easily walked boston common beacon hill downtown north end good weather
2_d161b1e29e3d529adac0d9dab4ce6e2ab3502d3ac3f261f45a98505cc46b940e,bus harvard stops right corner cabs easy hailed doormen.service efficient friendly opening doors helping luggage efficient check check room service requests refrigerator extra glasses ice accommodating business center.the room spacious 6th floor suite lots space
3_d161b1e29e3d529adac0d9dab4ce6e2ab3502d3ac3f261f45a98505cc46b940e,room incredibly quiet lots hot water strong water pressure windows opened hotel kept little warm taste
4_d161b1e29e3d529adac0d9dab4ce6e2ab3502d3ac3f261f45a98505cc46b940e,furnishings tasteful bed linens comfortable
5_d161b1e29e3d529adac0d9dab4ce6e2ab3502d3ac3f261f45a98505cc46b940e,upgraded suite charged 235 night.for tourist think best location value boston return easily accessible sightseeing home away home safe neighborhood restaurants shops.highly recommended
0_9b9bfe5ec9219b45cdc9b1663bd4eb491a759d0353761c50492921e5f9f6c46e,great bay choice wife son just spent nights impressed hotel certainly deserves great recognition reviews gets
1_9b9bfe5ec9219b45cdc9b1663bd4eb491a759d0353761c50492921e5f9f6c46e,location fine wife enjoyed near newbury son enjoyed near fenway park want stay ritz-carlton seasons well-appointed intimate place great restaurant downstairs
2_9b9bfe5ec9219b45cdc9b1663bd4eb491a759d0353761c50492921e5f9f6c46e,complaint parking valet course desk did n't tell guests checked day left wait time car retrieved delayed departure quite considerably
3_9b9bfe5ec9219b45cdc9b1663bd4eb491a759d0353761c50492921e5f9f6c46e,prepared hour wait
0_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,charming boston hotel husband baby daughter stayed eliot hotel night weeklong trip cape cod
1_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,wanted stay boston saturday night close airport sunday morning flight
2_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,stayed hotels boston years thrilled hotel
3_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,premier suite large perfect
4_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,living room perfect place daughter herpack n play slept late day wonderful draperies blocking light open them-we great view commonwealth ave.
5_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,able close french doors bedroom watch little tv disturbing
6_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,rooms beautifully tastefully decorated
7_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,room hues blue chocolate brown
8_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,bathroom restored beautiful old white marble seperate area makeup good lighting
9_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,seperate wet bar area living room great space daughter supplies food bottles
10_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,bed comfortable husband really enjoyed wireless internet
11_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,eliot fabulous location just short walk wonderful restaurants shops
12_52bfac74f796e2f87c7b218bf603ab3816ac7e699ace90581d3279c51ef5533e,sad staying night delighted favorite hotel boston
0_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,totally disappointing planned special trip boston celebrate sister birthday chose eliot hotel
1_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,luxury hotel totally disappointing
2_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,specifically requested renovated suite main portion room appeared recently painted decorated
3_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,bathroom completely unacceptable including grossly mildewed shower stained floor tiles dirty floor leaking industrial commode
4_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,soon inspected room requested shown room identical condition
5_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,additional items concern mentioned reviews bathroom door did not open 90 degrees poor lighting customer service non-existant load doorman cart luggage wheel elevator hall room
6_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,n't wait dismal hotel
7_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,spending night checked wonderful room westin copley plaza
8_c6fdf6a94905ffbdf8d93ff2f883bbeae5b06926bff9e8cb2643d3ef5afd17f8,not boutique hotel experience westin lovely exceptional customer service
0_e9f93e139b30eb400d65d007a5dbfc082f6c077e4b9cb65b45a2c104ca25141f,1925 elegance opulence eliot hotel crown jewel recent stay boston build 1925 back-in-time feel maintaining utmost professionalism courtesy genuine smiles wonderful staff
1_e9f93e139b30eb400d65d007a5dbfc082f6c077e4b9cb65b45a2c104ca25141f,nice surpirse chocolate chocolate-chip cookies room arrived entire place impeccably neat clean
2_e9f93e139b30eb400d65d007a5dbfc082f6c077e4b9cb65b45a2c104ca25141f,highly recommend value location especially romantic feel hotel
3_e9f93e139b30eb400d65d007a5dbfc082f6c077e4b9cb65b45a2c104ca25141f,simply superb
0_d22f188359299f2a1883e8f95c7acdf9b4a843d081855dfdb9e5159a55016e98,gold floor best stayed gold floor club floor fairmont copley plaza boston went parents weekend daughter college
1_d22f188359299f2a1883e8f95c7acdf9b4a843d081855dfdb9e5159a55016e98,fantastic
2_d22f188359299f2a1883e8f95c7acdf9b4a843d081855dfdb9e5159a55016e98,owner map travel stay plenty great hotels
3_d22f188359299f2a1883e8f95c7acdf9b4a843d081855dfdb9e5159a55016e98,gold floor experience best club rooms elegant cozy felt like home lived mansion
4_d22f188359299f2a1883e8f95c7acdf9b4a843d081855dfdb9e5159a55016e98,service excellent food breakfast lunch snack cocktail time light dinner good varied day
5_d22f188359299f2a1883e8f95c7acdf9b4a843d081855dfdb9e5159a55016e98,not day upgrade level worth penny
0_65cd81d11535cb592662721bb4a8471e0a2217052311c5fa7a8edb639a688532,return
1_65cd81d11535cb592662721bb4a8471e0a2217052311c5fa7a8edb639a688532,stayed gold level comment particular stay arrived problem not doorman bags upset management practically tripped make beautiful pecan crusted brie crackers fruit bottled water brought room etc..call manager note initial problem absolutely nothing problem personal attention paid just wonderful
2_65cd81d11535cb592662721bb4a8471e0a2217052311c5fa7a8edb639a688532,concierge class way
3_65cd81d11535cb592662721bb4a8471e0a2217052311c5fa7a8edb639a688532,kitchen want day divine
4_65cd81d11535cb592662721bb4a8471e0a2217052311c5fa7a8edb639a688532,room cleaned everyday
5_65cd81d11535cb592662721bb4a8471e0a2217052311c5fa7a8edb639a688532,hotel gorgeous lounges rooms gold floor breakfast morning trays hor d'oerurves evening bar worth extra money gold dictates room overlooked trinity church square room beautiful thing needed improvement cable reception fact 2 remotes not work time personally did not care television son absolutely overall splendid experience definitely return thanks fairmont gold staff making trip boston just special
0_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,loved
1_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,doing research online checking hotels husband decided hotel looked best
2_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,specifically wanted walking distance newbury st. 2 blocks
3_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,hotel 2nd expensive ones compared looked beautiful decided worth
4_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,hotel lobby gorgeous hotel makes feel like gone time
5_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,room small perfect people ton luggage knew going did n't intend spend lot time did n't matter
6_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,impression room clean hotel rooms not
7_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,bathroom sparkling usually wary
8_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,bed comfortable bed slept
9_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,totally love night
10_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,forgotten ask late check called desk told n't problem
11_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,overall staff exceptionaly friendly accommodating
12_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,realized husband forgot razor immediately sent shaving cream
13_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,booked night second day having fun decided extend stay
14_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,checked called book treated left
15_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,got room again.only minor things worth aware
16_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,room near elevator hallway noise came straight door woke bit morning
17_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,second tub bathroom connected sink small counter no glass
18_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,shower curtain did n't close gap ran end choose end let water escape
19_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,lastly parking expensive 42/day suppose thats fairly standard city rates
20_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,overall loved staying trying work stay boston october
21_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,central location newbury boylston streets shops restaurants just ca n't beat
22_3c83e5344ac7bae71f8e6facd7c77f1fa985fcda45b97e9ddd014fdd8e039273,oak bar absolutely stunning worth drink
0_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,good money needs updating booked room priceline 129
1_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,listed price fairmont.com 260+ night
2_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,129 not bad great location street copley place prudential center
3_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,parking area experience
4_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,arrived late saturday able park street meter n't require fed sunday
5_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,ca n't metered spot park garage youself walk block area cost 20 night
6_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,hotel charges 30- 40 plus tip garage
7_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,room old somewhat outdated
8_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,mousetrap entertainment center good know needed
9_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,bathrooms newer paint tile job not crisp expect tier hotel
10_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,probably not right place stay travelling business lack electrical outlets
11_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,bed adequate not westin/starwood heavenly bed levels standard room 300 range
12_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,overall room o.k
13_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,price location hard beat
14_77767b6c288c0929fe94abdb9f95e47f70ec1e5264385101799dab83c087f20e,just not wanted pay 250 tax parking rate
0_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,magnificient hotel superb service fairmont copley plaza magnificient hotel location building service
1_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,hotel magnificient renaissance building stands copley plaza near boston public library trinity church hancock tower
2_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,walking distance
3_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,lobby absolutely superb
4_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,n't stay hotel walk service door room
5_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,great fairmont service
6_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,check-in courteous rapid.the room historic building modern obviously renovated spacious marble washrooms
7_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,bed really confortable
8_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,desk little tight work
9_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,internet access room
10_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,really feel like living good life stay fitness center equipped small room.so fabulous historic hotel modern amenities superb service
11_7fab0e45e4220e13332f6115e4933a0b1ed01cea2a5ab2fd6b6258fccd8e804c,really enjoyed stay fairmont
0_d9f44c8b4bddd745cef8ae2c3e041942451f288328f4540e11da28ddaa3d1e9d,great historic hotel stayed fairmont end june 4 nights
1_d9f44c8b4bddd745cef8ae2c3e041942451f288328f4540e11da28ddaa3d1e9d,hotel creates good impression outside continues grand lobby area doormen greet guests struggle luggage n't great.the room allocated small dark smelled cigarette smoke requested alternative moved hall bigger better room.although did not eat hotel did try oak room bar drinks pleasant.the location hotel perfect shopping malls designer shops nearby walking distance boston want tourist.on recommend hotel decent rate location ca n't beaten really beautiful hotel good room
0_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,star nightmare
1_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,stayed hotels boston ranging 2 4 stars say stay ho-jo fenway stay terrible hotel
2_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,heater pumping 80* room no relief window opened did not
3_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,bed double not queen-size paid told desk supposed get.the worst far tried finally sleep- loud obnoxious party hall
4_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,12:30 night called 4 times desk
5_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,times
6_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,security did not final time went downstairs pj tell n't taken care
7_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,star security just standing walkie talkies party continued doors wide opened
8_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,finally stated willing switch room
9_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,1 morning packed stuff room
10_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,2nd room smelled like died
11_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,luckily heater n't broken odor horrible
12_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,decided make best clearly telling apathetic staff hotel wrong waste energy
13_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,morning spoke manager told awful experience
14_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,told wanted party hall keeping hours night small bed broken air room stayed 1 2 star motel/hotel
15_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,instead opted pay hundreds dollars stay star hotel night
16_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,no mention taking comping stay
17_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,did offer free upgrade free breakfast time stayed fairmont copley plaza
18_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,course happen
19_7a61ab48474cb0b04daba48f6b93a3f3b39be6d08e12a5c883fd0999682cbe04,save hundreds dollars spend joke star
0_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,unsurpassed daughters just spent week new england started trip copley plaza
1_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,stayed stay boston
2_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,n't enjoyed truly outstanding caring service years
3_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,arrived 5:30 a.m. morning red-eye flight
4_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,assured not room ready gold floor upgraded suite stay
5_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,suite boston symphony orchestra suite treasurehouse photographs posters scores boston symphony beautifully decorated suite view copley square
6_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,breakfast club floor amazing
7_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,morning went late lovely young server cooked beautiful breakfast order normal breakfast hours
8_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,similarly waiter mornings not served beautifully took extra care daughters wanted boston map guidance restaurant shopping suggestions inquired enjoyed morning
9_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,staff person encountered outstanding
10_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,day loaded suitcases rented car car trip new england doorman retrieved bags guided lanes traffic safely turn i-90
11_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,felt katie local black lab lent sweet homey touch lobby elegant relaxing.i just ca n't say good hotel
12_db1f6e818c9735e59d345f880eee5e469aa0434707fe5c3e9a7562e12fd2b47b,pale comparison
0_211e53c647a391c8030ff0d04ae3199585578d898d0c637dbc1f4a2e1654e494,fairmont gold level try
1_211e53c647a391c8030ff0d04ae3199585578d898d0c637dbc1f4a2e1654e494,husband looking needed night rest relaxation pampering n't gone away having 14 month old certainly went right place
2_211e53c647a391c8030ff0d04ae3199585578d898d0c637dbc1f4a2e1654e494,gold level fairmont real
3_211e53c647a391c8030ff0d04ae3199585578d898d0c637dbc1f4a2e1654e494,staff catered wish making dinner reservation booking massages delivering champagne fresh squeezed orange juice room mimosas breakfast
4_211e53c647a391c8030ff0d04ae3199585578d898d0c637dbc1f4a2e1654e494,gold level surprisingly elaborate spread appetisers nightly cocktail hour including wine cheese shrimp cocktail breakfast including eggs delicious breads pastries fresh squeezed juices
5_211e53c647a391c8030ff0d04ae3199585578d898d0c637dbc1f4a2e1654e494,highly recommend upgrading fairmont gold level
0_389e75a5f793722b27da1ee13317155214325b16267ddda859bf80e0f6f71879,decadent rooms
1_389e75a5f793722b27da1ee13317155214325b16267ddda859bf80e0f6f71879,stayed deluxe room view coply square great experience
2_389e75a5f793722b27da1ee13317155214325b16267ddda859bf80e0f6f71879,room richly decorated elegant super clean
3_389e75a5f793722b27da1ee13317155214325b16267ddda859bf80e0f6f71879,bathroom brand-new luxurious
4_389e75a5f793722b27da1ee13317155214325b16267ddda859bf80e0f6f71879,complaint difficult hang long items like jackets/dresses closet obstruction closet
0_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,great hotel perfect location beautiful city just recently returned 5 day trip boston christmas
1_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,fantastic city beauty
2_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,reminds smaller new york people friendlier architecture lovely.the fairmont great choice hotel
3_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,ideally situated getting set beautiful square
4_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,concierge jim carey knowledgable helpful
5_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,standard rooms good size beds comfortable especially long day sight seeing
6_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,hotel mascot 5 year old black labrador called catie copley absolutely divine
7_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,walks arranged concierge
8_e869e5761be4646a6dc8d3c37b0bd111200178d844ccdd5405a3af17c85323fa,thoroughly enjoyed trip boston definitely stay fairmont
0_7bdca0c72afaa2530aa75aa04fbe32a011777f676a0b2340e71bd0960a2da40a,loved lobby stayed fairmont copley plaza december day visit boston arrival met porter not impressed offering help bags embarrassed heavy porter obviously thought trying tipping
1_7bdca0c72afaa2530aa75aa04fbe32a011777f676a0b2340e71bd0960a2da40a,quite rude abrupt this.. enjoyed stay location good nice area
2_7bdca0c72afaa2530aa75aa04fbe32a011777f676a0b2340e71bd0960a2da40a,hotel lovely lobby plush rooms bit small service good hotel restaurant oak room nice formal meal
0_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,great
1_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,stayed fairmont 5 nights middle october
2_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,upgraded deluxe corner room 6th floor
3_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,spacious room fake use fireplace
4_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,beds great room quiet.the location hotel probably best city far concerned
5_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,major shopping transportation subway right doorstep.we mainly restaurants near hotel walk
6_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,weather bad need taxi beware
7_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,taxi drivers boston drive completely expensive taxi ride
8_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,ripped 4 times
9_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,especially airport going north end dinner night.weather permitting walk funeul hall 20 minutes recommend doing
10_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,lot sights way
11_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,took subway harvard piece cake
12_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,harvard beautiful spent hours just meandering
13_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,restaurants joes american grill dartmouth street just blocks hotel
14_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,nice place fairly inexpensive food lunch dinner
15_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,smith wollensky bay steak
16_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,beautiful historic castle
17_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,asked hang age meat amazing
18_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,great meal
19_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,ate lunch stephanie newburys n't impressed
20_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,davide italian north end expensive dinner not worth
21_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,concierge recommended
22_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,dinner legal seafood good
23_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,walked funeul hall lunch day fun
24_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,skipjacks seafood cocktails
25_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,lively place popular..make reservations
26_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,miller drafts 2.00 half block hotel.the duck tours looked fun tour prior visit
